Brand|Name|Accords|Notes|Gender|Longevity|Sillage|Rating|Season ratings|Day ratings|Designers|Description|Image URL
Prada|La Femme Intense Edp|['white floral', 'woody', 'tuberose', 'floral', 'yellow floral', 'patchouli', 'earthy', 'sweet', 'tropical', 'vanilla']|{'Top Notes': ['Ylang-Ylang', 'Frangipani'], 'Middle Notes': ['Tuberose', 'Jasmine Sambac', 'Orange Blossom'], 'Base Notes': ['Patchouli', 'Vanila', 'Iris', 'Vetiver']}|for women and men|3.38|2.54|{'rating': 3.83, 'votes': 1090}|Winter: 88.0126%, Spring: 59.306%, Summer: 32.8076%, Fall: 100%|Day: 79.8107%, Night: 86.1199%|['Daniela Andrier']|"Prada La Femme Intense by Prada is a Oriental Floral fragrance for women. Prada La Femme Intense was launched in 2017. The nose behind this fragrance is Daniela Andrier. Top notes are Ylang-Ylang and Frangipani; middle notes are Tuberose, Jasmine Sambac and Orange Blossom; base notes are Patchouli, Vanila, Iris and Vetiver. Prada's new fragrant pair, Prada La Femme and Prada L'Homme, premiered on the market mid-2016. A year later, their enriched and intensified compositions in Eau de Parfum Intense concentration are announced. Ansel Elgort Prada La Femme Intense is a scent of tuberose and ""a thorough exploration of the flower"" at that. The intensity of the fragrance is achieved by making the heart of tuberose pop out by adding flower of ylang-ylang, while the base is infused with patchouli. It is available as a 35, 50 and 100 ml Eau de Parfum Intense."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/8/4/8435137764372_4.jpg
Marc Jacobs|Perfect Woman Edt|['green', 'fruity', 'almond', 'aromatic', 'woody', 'sweet', 'yellow floral', 'nutty', 'powdery', 'musky']|{'Top Notes': ['Rhubarb', 'Narcissus'], 'Middle Notes': ['Almond Milk'], 'Base Notes': ['Cashmeran', 'Cedar']}|for women and men|2.81|1.93|{'rating': 4.02, 'votes': 3547}|Winter: 19.0629%, Spring: 100%, Summer: 82.2208%, Fall: 32.991%|Day: 99.294%, Night: 18.0359%|['Domitille Michalon Bertier']|Perfect by Marc Jacobs is a Oriental Floral fragrance for women. Perfect was launched in 2020. The nose behind this fragrance is Domitille Michalon Bertier. Top notes are Rhubarb and Narcissus; middle note is Almond Milk; base notes are Cashmeran and Cedar. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/0/3/0310000000005.jpg
Versace|Dylan Blue Pour Femme Edp|['fruity', 'floral', 'green', 'rose', 'fresh', 'woody', 'sweet']|{'Top Notes': ['Granny Smith apple', 'Black Currant', 'Clover', 'Forget me not', 'Shiso'], 'Middle Notes': ['Peach', 'Petalia', 'Rose Hip', 'Rose', 'Jasmine'], 'Base Notes': ['Musk', 'White Woods', 'Styrax', 'Patchouli']}|for women and men|3.04|2.15|{'rating': 3.75, 'votes': 5020}|Winter: 28.3806%, Spring: 93.3222%, Summer: 88.3695%, Fall: 42.7379%|Day: 100%, Night: 37.5626%|['Calice Becker', 'Natalie Gracia-Cetto']|"Versace Pour Femme Dylan Blue by Versace is a Floral Fruity fragrance for women. Versace Pour Femme Dylan Blue was launched in 2017. Versace Pour Femme Dylan Blue was created by Calice Becker and Natalie Gracia-Cetto. Top notes are Granny Smith apple, Black Currant, Clover, Forget me not and Shiso; middle notes are Peach, Petalia, Rose Hip, Rose and Jasmine; base notes are Musk, White Woods, Styrax and Patchouli. The floral-fruity- woody composition is conceived so that the epithets of uniqueness, strength, sensuality and elegance are represented by the upper, middle and base notes of the fragrance.The creation is signed by perfumer Calice Becker. ""Dylan Blue pour femme is my tribute to femininity. So I created a strong, sensuous yet refined fragrance for a woman who knows her own power."" - Donatella Versace. Top notes: black currant sorbet, Granny Smith apple, clover, forget-me-not, Shisolia. Heart: Eglantine rose, Petalia, Rosyfolia, jasmine, ice infusion of peach. Base: patchouli coeur, styrax, white smooth woods, musk. ""The Versace pour femme Dylan Blue bottle is the expression of innovative design. Its elegant curves bring to mind an amphora, evoking Greek culture and mythology. The colour of the bottle and packaging is as intense as the Mediterranean Sea: strong, deep and mysterious. Gold details and the iconic Medusa - a bridge between past and present – embellish its precious content."" The new advertising campaign is shot by Bruce Web with model Faretta as the main protagonist of the print and video commercials. Versace Pour Femme Dylan Blue is available as a 30, 50 and 100 ml Eau de Parfum."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302000373.jpg
Narciso Rodriguez|For Her Forever Edp|['white floral', 'musky', 'floral', 'powdery', 'lactonic', 'animalic', 'patchouli', 'fruity', 'tropical', 'tuberose']|{'Top Notes': ['Jasmine', 'Frangipani', 'Gardenia'], 'Middle Notes': ['Osmanthus', 'Tuberose', 'African Orange Flower'], 'Base Notes': ['Musk', 'Patchouli']}|for women and men|3.12|2.05|{'rating': 4.0, 'votes': 648}|Winter: 60%, Spring: 100%, Summer: 68.5714%, Fall: 84.0816%|Day: 96.7347%, Night: 60.4082%|['Sonia Constant']|"Narciso Rodriguez For Her Forever by Narciso Rodriguez is a Floral Woody Musk fragrance for women. This is a new fragrance. Narciso Rodriguez For Her Forever was launched in 2023. The nose behind this fragrance is Sonia Constant. Top notes are Jasmine, Frangipani and Gardenia; middle notes are Osmanthus, Tuberose and African Orange Flower; base notes are Musk and Patchouli. NARCISO RODRIGUEZ FOR HER FOREVER is the newest fragrance, the first one that will be offered in 2023, in the same shaped flacon as the first and iconic creation Narciso Rodriguez For Her Eau de Toilette, in the bottle in ombre style (from black to pale pink). The newest edition is celebrating 20 anniversary of Narciso Rodriguez For Her Eau de Toilette fragrance, launched in 2003. A scent that is truly recognizable and does not get old in its beauty and creativity over all these years, a musky and powdery masterpiece of the perfumers Christine Nagel and Francis Kurkdjian. Notes of the newest edition combine the rich white florals (African orange blossom, Tuberose, Gardenia, Jasmine), Osmanthus, Frangipani, the Narciso musk specialty, and patchouli. NARCISO RODRIGUEZ FOR HER FOREVER will be available as 30ml, 50ml, and 100ml Eau de Parfum."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/0/3/0310000000034.jpg
Michael Kors|Wonderlust Woman Edp|['almond', 'powdery', 'woody', 'floral', 'white floral', 'vanilla', 'warm spicy', 'amber', 'citrus', 'nutty']|{'Top Notes': ['Almond Milk', 'Bergamot', 'Pink Pepper'], 'Middle Notes': ['Heliotrope', 'Jasmine Sambac', 'Carnation'], 'Base Notes': ['Sandalwood', 'Cashmere Wood', 'Benzoin']}|for women and men|3.11|2.27|{'rating': 3.8, 'votes': 2116}|Winter: 47.5989%, Spring: 79.9435%, Summer: 64.6893%, Fall: 84.6045%|Day: 100%, Night: 48.1638%|['None']|"Wonderlust by Michael Kors is a Oriental Floral fragrance for women. Wonderlust was launched in 2016. Wonderlust was created by Aurélien Guichard, Honorine Blanc and Alexis Grugeon. Top notes are Almond Milk, Bergamot and Pink Pepper; middle notes are Heliotrope, Jasmine Sambac and Carnation; base notes are Sandalwood, Cashmere Wood and Benzoin. The concept of “escape” is central to the WONDERLUST story, Michael Kors told WWD. This story, he elaborated, includes a corresponding ad and video campaign depicting the face of the scent: a gold, sequined-dress-clad Lily Aldridge, in an unknown far-flung locale. She is escaping from a yacht into a small speedboat with her paramour, Dutch model Wouter Peelen, into a rose-fueled sunset. As a game on words, Wanderlust (which denotes a great wish of travelling) is the desire for escape in Kors’ collection. The campaign was developed by Mario Testino. The composition of the new fragrance was created in partnership with Firmenich by perfumers Honorine Blanc and Aurelien Guichard, as gourmand (a synthetic note with “edible,” sweet qualities). The focus lies on the dianthus flower to give Wonderlust the feel of an almond milk that’s been blended with a “spicy, creamy floral.” Top notes of almond milk are accompanied by heliotrope placed at the hart of the fragrance. The base of the composition provides benzoin, a natural resin from Thailand leaving the impression of warmth, and the spicy sweetness of cinnamon. “I wanted something that’s feminine, not in an insipid way, but in a streamlined, modern way. It’s the same way with the gourmand. The almond milk has something delicious, but not edible or sticky,” the designer continued. “Our girl is looking for a way to experience and have fun but stay within her world.” – as explained by Michael Kors. MICHAEL KORS WONDERLUST will be available at the price from $62 to $108, accompanied by rollerball flacons priced at $28 and perfumed shower gel priced at $48 starting from the beginning of August 2016."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/0/3/0310000000082.jpg
Boss|Ma Vie Pour Femme Edp|['floral', 'woody', 'green', 'rose', 'white floral']|{'Top Notes': ['Cactus Flower'], 'Middle Notes': ['Pink Freesia', 'Rose', 'Jasmine'], 'Base Notes': ['Woody Notes', 'Cedar']}|for women and men|2.76|1.98|{'rating': 3.75, 'votes': 2773}|Winter: 18.8182%, Spring: 90.1818%, Summer: 66.1818%, Fall: 39.4545%|Day: 100%, Night: 15.8182%|['None']|"Boss Ma Vie Pour Femme by Hugo Boss is a Floral fragrance for women. Boss Ma Vie Pour Femme was launched in 2014. Top note is Cactus Flower; middle notes are Pink Freesia, Rose and Jasmine; base notes are Woody Notes and Cedar. Hugo Boss launches Boss Ma Vie Pour Femme in summer 2014, which belongs to the same line as Boss Nuit from 2012, Boss Jour from 2013 and Boss Nuit Intense from 2014. The fragrance comes in a package of the same design as the predecessors; the bottle and box are colored in soft shades of pink this time. The fragrance is announced by epithets of feminine, strong and independent.""Hugo Boss Ma Vie Pour Femme was inspired by the independent spirit of a woman as she pauses to indulge in the simple moments in life; a walk home at dawn, the sun on her skin, the touch of a flower. It is in these moments, when truly treasuring life, that the Boss Ma Vie Pour Femme woman is her most captivating, exuding a glow of femininity and confidence.” The composition is described as a fresh, indulging and unique. It consists of three parts called “modernity”, ""femininity” and ""confidence”. Modernity is featured in top notes of cactus flower and its green freshness. Femininity is depicted with the heart of pink freesia, jasmine and delicate rose buds. The base of warm woods and cedar embodies confidence. The face of the campaign is Gwyneth Paltrow. The fragrance is available as 50 and 75 ml Eau de Parfum."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/b/o/boss_ma_vie_pour_femme_edp_c.jpg
Nina Ricci|Nina Le Parfum Woman Edp|['white floral', 'fruity', 'tuberose', 'citrus', 'fresh', 'green', 'sweet', 'animalic', 'amber', 'vanilla']|{'Top Notes': ['Red Apple', 'Apple', 'Green Apple', 'Italian Lemon'], 'Middle Notes': ['Tuberose', 'Orange Blossom', 'Gardenia'], 'Base Notes': ['Amberwood', 'Vanilla']}|for women and men|3.15|1.96|{'rating': 3.71, 'votes': 248}|Winter: 62.3529%, Spring: 83.5294%, Summer: 50.5882%, Fall: 95.2941%|Day: 100%, Night: 57.6471%|['None']|"Nina Le Parfum by Nina Ricci is a Floral Fruity fragrance for women. This is a new fragrance. Nina Le Parfum was launched in 2023. Nina Le Parfum was created by Olivier Cresp, Ilias Ermenidis and Nathalie Lorson. Top notes are Red Apple, Apple, Green Apple and Italian Lemon; middle notes are Tuberose, Orange Blossom and Gardenia; base notes are Amberwood and Vanilla. Discover the amplified intensity of the original Nina scent! Nina Le Parfum is the latest pure and vegan fragrance by Nina Ricci, encouraging you to trust your instincts. With its captivating allure, Nina Le Parfum tempts you to take risks and hypnotizes you. Let the enticing blend of juicy apples, elegant white flowers, and warm amber wood awaken your curiosity. This fruity, woody, and floral Eau de Parfum lets you explore the limitless bounds of your imagination. Crafted from 91% naturally derived ingredients, this pure and vegan perfume includes the signature component of the original Nina fragrance, the recycled Italian lemon. The fruits discarded from the food industry due to their size or appearance are repurposed instead of being destroyed, serving as raw fragrance materials. Every part of the lemon, from the flesh to the peel, is utilized, achieving an extra tangy, citrus scent. “With Nina Le Parfum, we wanted to capture the temptation of forbidden fruit with a trio of natural apple extracts, which is given a body with warm amber wood. A surprising and daring Eau De Parfum to mark a new era for the iconic Nina perfumes.” –Olivier Cresp, Master Perfumer – Ilias Ermenidis, Perfumer. Nina Le Parfum, created with sublime apple extracts, opens with an explosion of fresh fruit. The recycled Italian lemon invigorates the enchanting mixture, accentuating the irresistible allure of the iconic Nina notes. An elegant bouquet of white flowers unfolds at the heart of the perfume, composed of orange blossom, gardenia, and tuberose, bestowing a profound sophistication onto the composition. The warm notes of amber wood combined with vanilla infuse a gentle sensuality for a softer result. The iconic apple-shaped Nina perfume bottle now wears a charming, bright pink exterior, adding a fresh spin to the scent's appearance. The shiny surface is adorned with silver streaks for a visually delightful brilliance, too enticing to resist. The bottle is crowned with a vibrant pink ribbon, resulting in an utterly captivating and dazzling spectacle. Top note: Apple trio, Lemon. Heart note: Gardenia, Orange blossom. Base note: Orientalwood, Vanilla. Nina Le Parfum is available as a 30ml, 50ml and 80ml Eau de Parfum."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/3/1/3137370359487.jpg
Dolce&Gabbana|Dolce Shine Woman Edp|['white floral', 'fruity', 'sweet', 'tropical', 'tuberose', 'ozonic', 'citrus', 'salty', 'aldehydic', 'woody']|{'Top Notes': ['Mango', 'Quince', 'Grapefruit'], 'Middle Notes': ['Solar Notes', 'Tuberose', 'Ozonic notes', 'Sea Salt', 'Jasmine', 'Orange Blossom'], 'Base Notes': ['White Musk', 'Australian Sandalwood', 'White Woods']}|for women and men|2.89|2.21|{'rating': 3.69, 'votes': 1056}|Winter: 6.96721%, Spring: 72.541%, Summer: 100%, Fall: 15.1639%|Day: 95.4918%, Night: 9.63115%|['Marie Salamagne']|Dolce Shine by Dolce&Gabbana is a Floral Fruity fragrance for women. Dolce Shine was launched in 2020. The nose behind this fragrance is Marie Salamagne. Top notes are Mango, Quince and Grapefruit; middle notes are Solar Notes, Tuberose, Ozonic notes, Sea Salt, Jasmine and Orange Blossom; base notes are White Musk, Australian Sandalwood and White Woods. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302000354.jpg
Armani|Si Eau De Parfum Intense Femme Edp|['vanilla', 'fruity', 'rose', 'green', 'soft spicy', 'floral', 'aromatic', 'powdery', 'woody', 'balsamic']|{'Top Notes': ['Black Currant'], 'Middle Notes': ['May Rose', 'Davana'], 'Base Notes': ['Bourbon Vanilla', 'Vanilla', 'Black Tea']}|for women and men|3.33|2.27|{'rating': 3.96, 'votes': 781}|Winter: 87.8505%, Spring: 62.3053%, Summer: 30.2181%, Fall: 100%|Day: 82.5545%, Night: 80.9969%|['None']|Si Eau de Parfum Intense by Giorgio Armani is a Chypre Floral fragrance for women. This is a new fragrance. Si Eau de Parfum Intense was launched in 2023. Top note is Black Currant; middle notes are May Rose and Davana; base notes are Bourbon Vanilla, Vanilla and Black Tea. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302001105.jpg
Marc Jacobs|Daisy Woman Edt|['white floral', 'ozonic', 'powdery', 'violet', 'citrus', 'aquatic', 'fruity', 'sweet', 'woody', 'musky']|{'Top Notes': ['Violet Leaf', 'Blood Grapefruit', 'Strawberry'], 'Middle Notes': ['Violet', 'Gardenia', 'Jasmine'], 'Base Notes': ['Musk', 'White Woods', 'Vanilla']}|for women and men|2.70|1.88|{'rating': 3.8, 'votes': 12156}|Winter: 9.4128%, Spring: 89.7735%, Summer: 70.64%, Fall: 17.4401%|Day: 100%, Night: 11.0842%|['Alberto Morillas']|"Daisy by Marc Jacobs is a Floral Woody Musk fragrance for women. Daisy was launched in 2007. The nose behind this fragrance is Alberto Morillas. Top notes are Violet Leaf, Blood Grapefruit and Strawberry; middle notes are Violet, Gardenia and Jasmine; base notes are Musk, White Woods and Vanilla. This perfume is the winner of 2 awards: FiFi Award Fragrance Of The Year Women`s Luxe 2008 and FiFi Awards Best Packaging Women`s Prestige 2008.Daisy is a sparkly floral-woody fragrance, fresh and feminine at the same time. It is devoted to a sophisticated, seductive, and dazzling woman, which at the same time strives to simplicity. It is captured in a lovely bottle decorated with daisy flowers on the top. Creator of this fragrance is Alberto Morillas. Charming Daisy fragrance caresses with the fruity strawberry notes, intensive green aroma of violet leaf and sparkling spicy pink grapefruit. Its heart beats in floral rhythm, composed of silky and intoxicating gardenia, delicate violet, and jasmine petals. The powdery soft dry down is composed of white woods, vanilla and musk. Daisy comes as Eau de Toilette in 50m and 100ml bottles, and is accompanied by shower gel, body lotion and body butter. "|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/d/a/daisy_woman_edt_c.jpg
